,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Average_Importance,Total_Importance
GRB7,0.8093213441329677,1.0,1.0,0.9999999999999999,1.0000000000000002,0.9823366660646036,0.8843006022716029,0.8419622586906392,0.7539753604466148,1.0,1.0000000000000002,0.9999999999999999,1.0,0.8930567667196277,1.0,1.0,0.9999999999999999,0.939479056174953,1.0,1.0,0.9151746072201861,1.0,1.0,0.9231638192396707,1.0,0.9999999999999999,0.8402363838557312,0.6177465295081569,0.9980431128797244,1.0,0.8062276369349037,0.6907076442658334,0.7781041900642214,0.937545938565767,1.0,1.0,0.9152126204342089,0.998055594336823,1.0,1.0,0.9475818598220996,0.9999999999999999,1.0,0.6917721149469113,0.9999999999999999,0.4803367294756403,0.6981598389923339,1.0,1.0,0.9194483375878464,1.0,0.6057102869456303,1.0,0.8684112307667888,1.0,0.8050127626970865,1.0000000000000002,0.7770292955817311,0.9655194552639895,1.0,1.0,0.6555320521144352,0.9999999999999999,0.5353443072572103,0.5226610293411977,1.0,1.0,1.0000000000000002,0.6436546673697425,0.940201981812897,0.9999999999999999,0.751562550690092,0.9281514252866145,0.7719015777112814,0.9999999999999999,1.0,1.0,0.9872744677023181,0.6944948396009394,0.8840041452479515,0.7158498840448528,0.9999999999999998,1.0,0.9206696565766394,0.9594191511285867,0.9524743662169552,0.5532763103750805,0.9999999999999998,1.0,0.9393502036268224,0.44946037189954136,0.6979800316353822,1.0000000000000002,0.8852960486229298,0.9972042976160563,1.0,1.0
PLK1,0.6851910881605551,0.9015444141929309,0.7926304189249113,0.9366735685240996,0.8984111975299302,0.9157828448961078,0.7905354486973358,0.7842303288599215,0.676022995815708,0.9262829511270166,0.9535981935425456,0.9024525568177789,0.9121477609693129,0.8070689625306362,0.9572082525577288,0.9068053406807904,0.8659886250244917,0.8705631450297441,0.934524700177824,0.8997716725849344,0.827091099990135,0.9081176063560511,0.9124870616001357,0.8274702786068575,0.8890561181767391,0.8420006155769038,0.7310642666099011,0.5769529541814907,0.8694846353307051,0.8972749430643249,0.7365739991580795,0.6097814760911785,0.7025407672445273,0.85099517196467,0.9080522970694764,0.9234705395665661,0.8298208539528424,0.9143876333936496,0.9000224263733199,0.9099306983138544,0.8962633400283332,0.8884946197150244,0.9139988869755121,0.5746595748496731,0.9111139707132225,0.44804458442604633,0.6433183231985503,0.9068466088322517,0.9244204346428745,0.8476634697837515,0.914776887351813,0.574996071747781,0.9239983003684832,0.774470929753662,0.906043048470285,0.7666783461251228,0.9086970675303363,0.7313404013782636,0.9137893918780288,0.8396523299024548,0.9457007434028044,0.5707543385368192,0.9322091294345637,0.5122145457959314,0.47808942818567246,0.9101717654745135,0.917119829695049,0.8802372244191982,0.5252713642598652,0.8442394277302461,0.9155003494467316,0.6605409285288159,0.8271232612753825,0.7085722242027866,0.9119336485035288,0.9028624678309118,0.9246666511034703,0.8936711352950529,0.5792807473462771,0.7401487801848474,0.5761378003088153,0.9156482564195387,0.9005214813252402,0.8077953896149492,0.9092696799927432,0.8860440316534451,0.5246943671570147,0.9229932151587054,0.9126585401317163,0.8512095571631786,0.38532311492380983,0.6782106702849259,0.9021978420915785,0.7991128505113205,0.8867749415879429,0.9096171961484866,0.9096171961484867
DNAJA3,0.7833210993616726,0.7842924923052147,0.9288420104587312,0.8720871005509403,0.9134932735513696,0.9594168832252066,0.9004263528847447,0.9254476040546612,0.7263228429907611,0.8190604568882888,0.9307439583797995,0.9621461059919912,0.8915581450716202,0.8016590487272164,0.8507965717906265,0.892265007706165,0.8228679226643622,0.9445920357996961,0.8637176182323827,0.9396456628394452,0.9376100369089764,0.8303837385119692,0.8846910725232031,0.9187662763192506,0.8523009082985579,0.8514239092032311,0.817635877404018,0.6023775079181762,0.973150508318411,0.8231415491852725,0.7258604678942382,0.7884197264628366,0.8454232511944993,0.9487362679153597,0.9594409522417078,0.826160440211486,0.9166752224624474,0.9774075678934435,0.882244442830109,0.8072228436644738,0.9415960667533124,0.8637148322212823,0.8077392075842053,0.8566296153735441,0.8633162111674516,0.6816942563691617,0.6905607372191537,0.9016732124614028,0.8086950263593125,0.9201866063962418,0.8328288860846094,0.732566224335953,0.8735358147745617,0.9094641547086252,0.836390164252751,0.8555008982141948,0.8402244810155227,0.7687067155814976,0.8907562385088078,0.9461951472132697,0.9238035332520993,0.7604769842640136,0.913062077649545,0.5895483355835928,0.5962056326677909,0.9200067909637278,0.8174663805018194,0.8498654181538283,0.7636685412045413,0.9346506631180298,0.9589323196210174,0.8082721524657274,0.8700122352669171,0.7958179713952243,0.8459877819324048,0.9683309774486166,0.8503478244140884,0.9711853224966979,0.6962393856612965,0.8574650172650392,0.8482658856062846,0.8719040481573728,0.868848528433037,0.8928673054463047,0.9338781276460634,0.9215742980252519,0.7067089197950719,0.8122843106714734,0.8068406479284547,0.9397876039842752,0.5799186680303967,0.7846558434651381,0.9323194653410979,0.9066893106491785,1.0000000000000002,0.9063118913883672,0.9063118913883672
CD40,0.8206522433216472,0.7907873235173151,0.9279397273595205,0.8561887596909364,0.8686226359296255,0.9342761716901247,0.8196363293431719,0.8030043800191513,0.7290911545660883,0.8144679718702779,0.8917288020353017,0.8914191673612963,0.8509882585992086,0.8214860152917891,0.8521962025587952,0.8664614253569539,0.7945654304947136,0.8767274079965887,0.8627443236774421,0.8839320906665669,0.8407064455990682,0.8378107283835539,0.8483613222356678,0.8461414410927512,0.8550913126145705,0.8110178500729315,0.7068895846487031,0.5998776044862933,0.9069350617952462,0.7824734449077428,0.6787538400784974,0.6835072923436849,0.797562500671062,0.8467541960576992,0.9060246356823833,0.8210999355600275,0.8488277951607863,0.9080598134826363,0.8347571080272262,0.813751157114876,0.8988420100152906,0.847662108527378,0.8181549313745164,0.707906353846346,0.8422685432976285,0.5951697453270326,0.7502056498560972,0.8705477030458786,0.8155572157472392,0.8824670787532041,0.8178092452693112,0.6222140017738171,0.8394966391865057,0.8257216993005415,0.8237348604434888,0.7836954856072317,0.8288404960685455,0.7985122199028263,0.876122566988175,0.8176944047025502,0.8755467740501632,0.5987029109172355,0.8658714845772821,0.6314323872733041,0.6069691655297098,0.8349295729066103,0.8225843994245392,0.8800238531480017,0.6571057818563104,0.8575075226479996,0.8996514548493363,0.68862853742126,0.7905896355414233,0.7740572843951891,0.8293949189554538,0.8995436202748475,0.8413302502957216,0.8963525037618235,0.7282197170120253,0.7997453030044325,0.6659465604208715,0.8533758825695357,0.8445421684662817,0.8538957643872349,0.8759971001120106,0.8676982850027255,0.5468441815228466,0.8144898261856496,0.8072245721779108,0.8618601372498437,0.4472157540209991,0.5647680451726896,0.8836474376783626,0.831684106869833,0.9416432845813038,0.8707473423452683,0.8707473423452685
DAXX,0.6160353061188125,0.8602682801728957,0.7930231351277474,0.8592279038029845,0.8532569350202612,0.8811030872009377,0.7558911808210627,0.7626509039454483,0.6256716444444621,0.8671120613367445,0.8814409146213341,0.8610617755985548,0.8597985047226656,0.748399094967396,0.8656748110087952,0.8509356430613388,0.8389265375239032,0.811257200217067,0.8606955116992716,0.8520551470934171,0.7808191424194799,0.8424506664401018,0.8586492059056292,0.7871758757609539,0.8194531564566557,0.7843938333781595,0.7006852655095577,0.5121362780254665,0.8373000283925812,0.8625508201950356,0.7920507058334822,0.5869455059506796,0.654618671492722,0.8176098023403253,0.8579707759927737,0.8623311621454011,0.7884671915948289,0.8616279742627092,0.836321930255252,0.85554303895309,0.8162481937195755,0.8495461113135168,0.8541696993044315,0.5486436921092758,0.8394353515543782,0.4525933112749031,0.5932131980424334,0.8534132769479064,0.8666865534575565,0.7918372513680467,0.8637822723411571,0.5854695627032754,0.8684271870930129,0.7419572932457478,0.8533459985198389,0.6971625668581314,0.8556238039279468,0.6458695989454787,0.8661357730710713,0.818996353595355,0.8806452693109017,0.5468470193647357,0.8774502788626434,0.5332332453459577,0.4276351320586024,0.8452837394334135,0.8553391729447464,0.8450949949976109,0.5110585946769748,0.804993589582442,0.8569403761682403,0.6524506566642839,0.8598778954253492,0.67892740052473,0.8553901913320373,0.8567297923585928,0.8606640252510613,0.8474637767022993,0.5852773806362344,0.7770904633050056,0.5595619493115143,0.8551657657809217,0.8523091918204458,0.8076195079401229,0.8390357967384713,0.829991144447608,0.4828725714847536,0.8635521069352192,0.8559096501061259,0.8055558916466837,0.384243082433386,0.6038828576923904,0.8566056318391996,0.7607986467928699,0.8009784224339713,0.857006677865688,0.8570066778656881
HSPA8,1.0,0.5586227607983065,0.9755157162524026,0.7947214963535902,0.8742339102894776,0.9330102363850643,0.9439918051258305,0.8960341545953362,0.9155927532335826,0.5893700902434064,0.9058487855607521,0.9687876784001276,0.7965615184254238,1.0,0.7340761605904864,0.882038936549594,0.7291605790099637,0.9924592681081198,0.7854437748084869,0.8898988384970812,1.0,0.68762468931044,0.7550711759651225,0.9771961004238272,0.7652192014261566,0.7106106320191381,1.0,1.0,0.903402288703799,0.6676161095387535,0.6362498667497596,0.7946704377872822,1.0,0.9634959902062854,0.9824539303087056,0.6353859242555276,0.9745022404431186,0.9840374114179198,0.75109952325574,0.5771428079727132,1.0,0.76387423296255,0.598045334890222,0.899734592909739,0.7589617801359146,0.7826011276908155,0.9591077603818321,0.8858440495667906,0.5489747280145968,1.0,0.6521105810265672,0.7475425822652179,0.752397677782729,0.9566733126964982,0.6609086070992446,1.0,0.6787677341536003,0.8815285259592092,0.9234148292228058,0.7211628877465712,0.8600732591294719,0.7866769337248269,0.8659778825727791,0.9246367401510485,0.8682401808303393,0.7605126619415534,0.5969750867886786,0.8913549137095874,0.7955111664118338,0.9616443091095574,0.9483843706786309,0.9739740008869023,0.7874695399664304,0.9999999999999999,0.6732731965860277,0.9597050937787677,0.7130689843544128,0.9766207671298356,0.7693496964791504,0.9014516160853454,0.8879424252286148,0.7715866749094682,0.7645171486557726,0.754357434802842,0.9999999999999999,1.0,0.6983517816352827,0.5718787534155397,0.5641904244500857,0.9750907046026627,0.6710774520531767,0.9300925832816502,0.9107684921930873,0.9640569226183595,0.9822891349815056,0.8370590061467778,0.8370590061467778
CCND3,0.5252780906630914,0.8687033701165024,0.7580626781318095,0.8347704432968434,0.834250782677854,0.8312404656970863,0.7305254755460624,0.7386704714535113,0.6191986626281172,0.8441925517516212,0.8615493694680587,0.8389652439456163,0.8419264993081682,0.7465885296738657,0.836486313003995,0.8330007915897207,0.8280046437412218,0.7889520657865449,0.8324776431630783,0.8240670100794405,0.7428427172324619,0.8143970857748077,0.8360120407299634,0.7629326966058396,0.775387470759061,0.7287378660311598,0.6950427985253084,0.5329695067694863,0.8110246965189339,0.8608232145182906,0.8994840504857646,0.557417470232046,0.5850722245270916,0.8047196995220178,0.8441030019859751,0.8409595106512645,0.7658799091133921,0.8340385414395991,0.8102756896188901,0.8314184704623037,0.7523777389044,0.8201909291833098,0.8258879322663135,0.47521683545617793,0.7992025919206261,0.40973563549281766,0.5887309479432442,0.8361435056580231,0.8388502465253994,0.7780795513275997,0.8473629865168711,0.564095659129039,0.8364957158173307,0.709485254006785,0.8315861735955282,0.6788463718639126,0.830747006036273,0.6463369766858768,0.7847843914520506,0.7986852367012611,0.8675481129318938,0.5350236778204178,0.8711000138555031,0.5314938433766697,0.40735850035876575,0.8210096300614619,0.8259141670942066,0.8168031012222566,0.531602423338986,0.7798929231202464,0.8309576034528565,0.6594565866973668,0.8390246340773897,0.6711533770991517,0.8303785663956228,0.8279437614637357,0.8342577884492465,0.8224241849248898,0.5220979142826215,0.7592703047546802,0.5768763437101398,0.8318061764644826,0.831954247882508,0.7514481061878927,0.8283221049155142,0.8206469373521081,0.43756796147747035,0.8384763743457131,0.8332292481474562,0.780937662392452,0.346780721629991,0.6245974206090769,0.8382301690249077,0.7294765123544017,0.7597302768484657,0.833395884574389,0.8333958845743891
PSMF1,0.6531449081177654,0.7894892559668633,0.7369449987071246,0.8313626833979237,0.7901328249206337,0.8338433744381556,0.6804191783821544,0.6798766007099908,0.6083505570238739,0.8312813828685633,0.8325083276358864,0.7859822780920127,0.7992816004509691,0.7335523798127853,0.8283099034955143,0.7943342360864408,0.7683304845511895,0.75376987494529,0.8369088692163879,0.7902138069323357,0.7157395985963662,0.8282167437608091,0.8067141451040354,0.7159508479763665,0.7977683434313942,0.7996264627443826,0.5865323964610798,0.5434106198902665,0.776533265972629,0.8016078383557886,0.5885606656259743,0.5259824709709283,0.597418713434587,0.7290962144721163,0.7960159458579976,0.8277898485629814,0.7195422162660412,0.7945152011719927,0.7959101255645407,0.8246311328376463,0.7491059248055922,0.7974514261066706,0.8283074300844621,0.539680413517073,0.8091788486335906,0.3501586018809724,0.6240196684073459,0.8018362029880022,0.839086453531773,0.7512746694592802,0.8191338211156398,0.5127871270084284,0.8305468593362944,0.6800475266550428,0.8115957023550272,0.6713517427025725,0.8156350841772763,0.6622607152489743,0.8591772851631826,0.7847696685204076,0.8254966031935741,0.45805052114961514,0.8090273514720461,0.5271942896982185,0.44488607830876037,0.7914069393950527,0.8323934628690206,0.8050761073814495,0.4465635245820608,0.729655741777397,0.7988334716814981,0.5309286660925199,0.7526891578417654,0.6077066717691185,0.8143310089777129,0.7917324649114923,0.8292769005977314,0.7764710509166893,0.5433528678413377,0.6719081832174737,0.48271490168908904,0.8155583817327055,0.7966151943855294,0.7251748785192355,0.7868720105517724,0.7633022903756294,0.42443985569961085,0.832882605997509,0.8242181100239758,0.7337402302635955,0.34024065154595423,0.4730159821224814,0.7911037174405773,0.6955643790066627,0.8137574052181525,0.8084460950930751,0.8084460950930751
SPP1,0.8411404927654841,0.6081341966939571,0.9044885503447502,0.6973450892270447,0.8319384766089583,0.9777447274589599,0.9841578773965733,0.9892763007291342,0.7691875969657813,0.5618282270689567,0.8739346575445801,0.9592171388400282,0.7822660203824477,0.7008146444797215,0.6299683249291194,0.8063163802104322,0.6429383240691193,0.9999999999999999,0.68797028605377,0.9180856161988888,0.963140934596534,0.5996740561461423,0.7443992793056731,0.9809273468457906,0.7668705272946826,0.7650906512029736,0.9404024457646822,0.6301943972292725,1.0000000000000002,0.5425729579910418,0.6744302307286381,0.8784099420892811,0.9418308210005097,1.0000000000000002,0.9823375272014927,0.591324757002997,0.9779378077616946,1.0,0.7179449625092258,0.5257499300558246,0.9720319151009301,0.7271132103467917,0.5250493209922441,0.9960500035203815,0.6552095728615176,0.7707658932026481,0.6634997701211677,0.8060581230558483,0.5237403803175346,0.9165364557324631,0.6091465034094039,1.0,0.7666069345461882,0.9999999999999999,0.6182526701500978,0.9935814762060514,0.6370422353976999,0.697723453144009,0.9999999999999999,0.6902352950481575,0.8431716277970757,1.0,0.8096382360783706,0.8816867659150912,0.7578613982818038,0.7279512184189878,0.5443860270180342,0.8034329113146684,0.8710113594383034,0.9879823432355574,0.9458345611635716,0.967981746638502,0.8874244392946431,0.8502657949048423,0.6430595820881679,0.9715019175174282,0.6516711759987783,0.9999999999999999,0.8662187362213616,1.0,0.8746062548234828,0.7117604421014267,0.7245298981608069,1.0000000000000002,0.931735681800843,0.9394428286529497,0.7656342151517996,0.5387441252688526,0.5151601687019106,0.9939767698413837,0.6781543433259648,0.9643810463504923,0.8827197544359469,0.994119144224801,0.9186137947745846,0.7965386256145752,0.7965386256145752
CDK4,0.5373257380066117,0.800899115622614,0.8206558452444864,0.7321995959195526,0.7896780467365101,0.7741542179708021,0.7159473274350241,0.7006078527134515,0.6610348288352588,0.7378234993034056,0.7732213173759099,0.8139736309539773,0.7761439069523435,0.731149417121446,0.7069943332606081,0.7842476429261966,0.7853779879845193,0.7433383256736753,0.7353949406325022,0.7836351274085261,0.7355943168802547,0.7373792199850983,0.7685789174017708,0.7464670415820749,0.7211023379946457,0.6888196613209916,0.6894058661238005,0.5803573976853741,0.7951268445015349,0.8145214479243205,0.9142809346846772,0.5540918445696587,0.6167743003137046,0.781677893063337,0.8160273862909915,0.7484232045133392,0.7412218270146067,0.7899638907523422,0.7334736474211161,0.742628950762731,0.682590106518703,0.7638025856223604,0.7302965976451551,0.5304321222096383,0.7026515820478285,0.42668003522119957,0.6264232725618283,0.7900255443918374,0.7307159262262172,0.7256856509584377,0.7657896157376795,0.5359161504358024,0.7764663681696394,0.7005111603346514,0.7538952453366214,0.631560805033387,0.7519602362721642,0.6488554392617284,0.7070856821793177,0.8068447991149039,0.7802424893880565,0.5333896190259544,0.800925766928862,0.5520689629562441,0.520948567322669,0.7345550314043174,0.7251344808730289,0.8005558949433953,0.5713376848423168,0.7577594057685537,0.7762666187167901,0.6915881404892958,0.8281200749112025,0.6776000061723672,0.7478873143654114,0.7905626394891844,0.7395242584709061,0.7815879479715667,0.5241833997436782,0.796779908991893,0.6259762323779096,0.7556036727260877,0.7741100853234335,0.7250019076413333,0.761070803126587,0.7617490426442659,0.4049824852781189,0.7349315771577587,0.7382393887922274,0.7512335755189219,0.36816376729723943,0.6277366057804251,0.7925059451588302,0.7116255590233075,0.6887615673531127,0.776957779544801,0.7769577795448012
