,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,Average_Importance,Total_Importance
IKZF1,0.9999999999999999,1.0,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0
TLR4,0.7916249918168814,0.8917501560996977,0.8866917637412968,0.8843539817116322,0.752564092524486,0.8903884702914746,0.8676654584534246,0.8734753662866804,0.8645088365839715,0.8844945749675285,0.9279089393749615,0.8860383460326823,0.882705109187298,0.8697907197359273,0.9040456838569353,0.9313312528734888,0.9267382689075948,0.866674361474981,0.9025995659353606,0.9051929363380615,0.8933107393968287,0.8725647529894016,0.8408746636510013,0.8613512333655937,0.8870065339331766,0.8766368834281463,0.8706536721999953,0.9289421234393329,0.8851963524183032,0.888443232823605,0.8684555462702838,0.9162304701175222,0.8719900136993134,0.8739430399764437,0.9037288519573946,0.8956322781102136,0.8726399229913039,0.8953772553236566,0.8917284125280817,0.8782470949190412,0.8986144018564026,0.8908118682534784,0.8840115577028188,0.9194484331167179,0.8986905683902936,0.9179645735468376,0.8836295128920695,0.8990296218399083,0.8805987507058654,0.885300078012611,0.8822480639513532,0.8928381553480061,0.8624256364006633,0.873996996399783,0.8851405562229978,0.9003408883413571,0.9080114680346028,0.8529932630296901,0.8917111735799619,0.895637124103691,0.872861511086484,0.8898653920113515,0.8897001451364426,0.879502312869506,0.874515232034194,0.9227908444190345,0.8859790659685828,0.8690199881684763,0.8678081914994378,0.8885913574662268,0.8136569474838213,0.8920784828947369,0.8857333291878051,0.8669890402638678,0.9136409840608155,0.863674685591367,0.892320610786499,0.8815911730991092,0.8728732160278325,0.8907072305134639,0.8556797833555784,0.8847659611446854,0.8909300278966268,0.8612259748905318,0.8788642257629632,0.8792328564153766,0.8759796184825785,0.8549239189873526,0.8737412861549062,0.8486690774635851,0.8504853733088457,0.8797846085640094,0.8892484003930954,0.8725235876495121,0.8810400980607129,0.8822388396837132,0.8822388396837129
SPP1,0.9432885312064508,0.8489016563942291,0.8578190137222297,0.8268229794630723,0.6798533127328861,0.8491032704138872,0.8524698317014887,0.8452077172106057,0.835794108672099,0.7930403996004161,0.8497112194430595,0.8720441695015786,0.8430016867248225,0.8527318089586245,0.9255241889536419,0.8442126237044761,0.8553639506913908,0.8438293044500822,0.8478961013980284,0.841422099832635,0.8710126922099417,0.8285120678234542,0.8593716211828106,0.8053256363932397,0.8483882509581665,0.8407011419561853,0.8486573935532129,0.8772024322303347,0.8511291643664955,0.841966773810644,0.8301372511670774,0.8449250108813616,0.821400011616442,0.8457677332474263,0.8511614465545824,0.8701683267197573,0.8345539487346804,0.8393403278313328,0.8505925265645188,0.8422771054835367,0.8492213698392871,0.8395551803751032,0.9582737772067986,0.8357103333362486,0.8657633828698574,0.8549956015507902,0.8668067850490854,0.8210125126044255,0.8298120302423402,0.8225550915043041,0.8615734261051458,0.8581474214546104,0.8177873772881179,0.8500750752563501,0.8097261863970554,0.8553716484888424,0.8673055896095276,0.8148780734739108,0.8755684784063918,0.8538656406057387,0.8290036754724408,0.8362060472911238,0.853299369713745,0.8127599453860077,0.8292033870146697,0.8410777781260079,0.8864794228118724,0.8543453444907275,0.841745028635388,0.8628974399172946,0.7703955500928051,0.8478034996033013,0.8600343251133495,0.8128658234184213,0.8730628122974214,0.8274125235077957,0.8263775128820451,0.8222515823474882,0.8272126744180588,0.8070370056382966,0.8660937086397199,0.8593651979448396,0.846145472650357,0.820301452381689,0.849548771453228,0.8454630804219285,0.8196076865098078,0.8561333774808004,0.8400653126082289,0.8552244327170728,0.815739673128686,0.8498065741924403,0.83589297052345,0.8187486583330779,0.8706935326374831,0.8450558734651621,0.8450558734651619
ZNF586,0.5825884924592681,0.665217442557541,0.6680905461368787,0.6437787817945966,0.6687151898808118,0.6544338011789006,0.6879749274454109,0.660326751256858,0.6486274339241661,0.6798516670444453,0.6624782815235182,0.6430301232707666,0.6789023780383948,0.641484086118978,0.7478554336013239,0.6741638048581984,0.6538595423258673,0.6765876644866381,0.7225107366318302,0.6454015186584098,0.6999303696244694,0.6527081571423571,0.6633393135981351,0.640746868236775,0.702220715741493,0.6683703327561519,0.6724802105070118,0.6960392004356134,0.6532688880097627,0.6718234782871075,0.6417173158610221,0.6624396509779028,0.6469508833275744,0.6720115119053851,0.6945753910080068,0.6900891362739734,0.6474847004906638,0.646422144676796,0.6854215697317486,0.6434508995364866,0.6725164935017416,0.6415796609932808,0.6939630065891278,0.6617684932162898,0.6606435163769685,0.6372257834768015,0.6753005707437627,0.6325731886911294,0.6877638440663558,0.655621968192022,0.6688579340286951,0.7070335853199997,0.6562849997719187,0.6486237127432334,0.6302415184109047,0.6636176180217708,0.6863295418954167,0.6461506441621481,0.6637527259138079,0.7045067336237046,0.6543434438413994,0.658175346829059,0.6779586030610939,0.6505248064050884,0.6695012188581845,0.7000246681064183,0.6743824735653056,0.6585141886989531,0.6732846632747902,0.6621582577889954,0.616328381827098,0.6627713572168854,0.6568559519762852,0.6545996845288726,0.6782978702789924,0.6415929724563272,0.6654049782375158,0.6432694084257407,0.6650921668704903,0.6553704876633125,0.6970313679978278,0.6806623154276831,0.6798747724038506,0.6447941267019724,0.6654143430418874,0.6668523320919172,0.6756362070956413,0.6763774986687036,0.664488786666459,0.5464423158584037,0.6369677540502863,0.6647089620255946,0.6545027596530449,0.6372777053718428,0.6755242709186021,0.6658762810005193,0.6658762810005191
SATB1,0.6096515436992491,0.6558652709351986,0.6689353950380583,0.6513537668943277,0.5830864388372717,0.6553906440561837,0.6683343531123991,0.6539099286659441,0.6411116418639318,0.6545949536699741,0.6823312835236348,0.6496392788744915,0.6730025840891919,0.6507657656127576,0.7255705932262023,0.6791065259268364,0.709069877502101,0.6757451714143615,0.7148016915155955,0.6698278623141805,0.6924316892679295,0.6521704976213895,0.6278500124742896,0.5983467234729757,0.6927239441110672,0.645499639565767,0.6724821653472095,0.6835228956682089,0.6457919950581362,0.6866174817520121,0.6409628395385719,0.6815550168445809,0.6434954458164984,0.6562183418294214,0.6784464976921348,0.6774696891540174,0.6431629401668069,0.6570145345346082,0.6721158328550719,0.6395087499489783,0.6717252156172863,0.6071899049074961,0.6918165205104758,0.6682019757830537,0.6557686508930309,0.6438721288183749,0.6718838552920995,0.6519388371874278,0.6646749895650312,0.6540802126492761,0.6854178810923991,0.6911361733024276,0.6549265880897562,0.6453456628101645,0.6211874199319962,0.6561464461307569,0.6688598104034065,0.6449096066007148,0.6606155985154704,0.6987966640383364,0.6524046385994001,0.6674077689506074,0.663985973514021,0.6525511803094863,0.6660716077255101,0.6879674348368623,0.6599886920173885,0.6616987974011381,0.6679737697015827,0.6577960657988797,0.606754262261564,0.6578302563988134,0.6501566109414071,0.6429300731438208,0.6794348269314886,0.6413341696671946,0.6646557221863446,0.640689494289673,0.6610361518127622,0.6501166211624783,0.6716850348753551,0.6867463159505621,0.6739684409741193,0.638806837276616,0.6543841435717958,0.6640457750953731,0.6746635476569114,0.6680053668841798,0.6431347303304012,0.512037311508193,0.6269365428444491,0.6529475082485658,0.6606401082081962,0.6411977276217877,0.6665252647296956,0.65986925314379,0.6598692531437897
SESN1,0.5634091865077568,0.6165029382721691,0.6456900353426829,0.6196100016808709,0.5374596644739003,0.6556668251270961,0.6558423721898676,0.62976962647072,0.6206647070819105,0.6156909176890133,0.6344336109165833,0.6461531870293008,0.6300853283715125,0.6249159118527745,0.7148444114272249,0.6561180441723915,0.6725219140070813,0.6631977392305054,0.6677827013779614,0.6211705540575633,0.6740358340523976,0.6358635884167869,0.6283044916495855,0.5917258487031287,0.6888513686437254,0.6391904845355669,0.645387994307672,0.6702592910975356,0.6267818915705236,0.6527835716446033,0.6217518351030321,0.6292044480783204,0.6279026314055769,0.6321184720009981,0.654902505010499,0.6470464378906997,0.6348800139558451,0.6213087856144607,0.6878258076898259,0.6274316926558414,0.6365539182979427,0.570719367492967,0.6483913816635356,0.6384956443753617,0.6360402702324566,0.654986226268916,0.6486283754699838,0.5981111216001388,0.6455626617923861,0.6349194001532691,0.6373753350211075,0.6858996372450523,0.6210294780098533,0.6375009939890656,0.6244624905468492,0.6423263080533318,0.6628526673636483,0.6208386390462384,0.6384702758366632,0.6701682667969419,0.6281232287838857,0.6324151938124158,0.6464727214941917,0.6250015220981244,0.6464440742408881,0.6767744669122525,0.6518287763749946,0.6368552304824362,0.6438711349549741,0.6341680824781385,0.564185311553157,0.6429775276549394,0.6284654823525215,0.6016505642654338,0.6440879310999252,0.6264458006508922,0.642527853951526,0.6365217905402322,0.6297842927255805,0.6495079573412307,0.6232204673241425,0.6392701665864147,0.637755488035428,0.6293003692236626,0.636069402216715,0.6274655980734755,0.636401419033807,0.6379243571870635,0.6165763012021654,0.5259582927320682,0.6172857229430313,0.6172684563760877,0.6352367124457858,0.6252329280593422,0.6589096628237511,0.6372210373805782,0.637221037380578
SPTAN1,0.5399729682240679,0.6757923453432441,0.7367057631846161,0.6452345756115305,0.4916677207335089,0.5740526977348412,0.6870647340965735,0.5811691271794469,0.5545459472830612,0.6175262661152953,0.8805654412089865,0.5973462478359846,0.6598514825711491,0.5662077699779409,0.5946932606155407,0.7702662990690382,0.6285983795779776,0.6612381947568862,0.570930475612588,0.7958125638770142,0.646832717820472,0.6306634569152212,0.49319115255927964,0.5934540609611917,0.6936704689940766,0.574991596274983,0.5988083975927483,0.7399065370156728,0.5894620685838555,0.8149037348961593,0.6112147899778889,0.7613235237238337,0.6168785073480882,0.6964810903765637,0.6831397185950701,0.5832334134753634,0.6032777363052713,0.6109096029786197,0.6015229308002485,0.5616386844406186,0.7152436329586942,0.5802066815507743,0.6029671455804221,0.8187269990221239,0.6673391311701156,0.5089328680977456,0.5710758725421332,0.7158868213720933,0.6187428860974847,0.64983028175091,0.638588380675903,0.6768015226008214,0.5556701239088232,0.6516524224202858,0.5955605743223681,0.6595415382982329,0.5218096075571553,0.6361304561918298,0.6098831302961033,0.6332177346227966,0.6286639138126882,0.7210164945650197,0.6197285159749142,0.5714903214006669,0.6627302438813766,0.7108581693720537,0.581077077682244,0.6973971945574234,0.6457883853053323,0.6002237558527939,0.5277270375269373,0.5852934461875473,0.5899950283296276,0.6239660705116163,0.7331720967355584,0.6071960751914732,0.739259305138212,0.6146946546245133,0.686501159213977,0.6331684854905821,0.5818709122198563,0.8065651951072419,0.6953506780987618,0.6359280537261636,0.6239463691265614,0.6694560773863422,0.6703699628196467,0.5681711936784424,0.5813752502755977,0.5026655503811865,0.6539112056863151,0.5823396118018737,0.6353136684120374,0.6185476832598471,0.6329965702898621,0.6364301333565356,0.6364301333565354
ABCC5,0.5807348171853137,0.6169464177678702,0.6392835342867816,0.5936645241081915,0.47448183610295286,0.6117178069323415,0.6410556959952443,0.6069927366396176,0.5978674787458393,0.6569246420574956,0.6325369533977987,0.6349401750207779,0.6070443676205463,0.6319139664763451,0.6910205170127959,0.6263880700122489,0.6684389403772393,0.6167503887365176,0.7478533998953476,0.6246107873176946,0.6743178522942621,0.6103360307384552,0.603381628900516,0.6070145388831037,0.7010605412235729,0.6140337347196524,0.6231104468590741,0.6327844967850137,0.5899879131027466,0.6419106123348681,0.6290070538387025,0.6098988243708265,0.6023483006639434,0.6426007724329426,0.6416265829800284,0.6450891454696027,0.6145519322523237,0.6072592453121605,0.6567665905772514,0.5967753634619634,0.6130283009447957,0.5590502393799477,0.6785221421133829,0.6231815426561492,0.6130847666238649,0.6013118969793544,0.6180837044828442,0.5951204034251216,0.6101781611814027,0.6131136078290944,0.620551826598153,0.6876830521063128,0.6000733565454808,0.6184353496163776,0.5910215994608927,0.6083485401597064,0.6248875391193323,0.6043659578365684,0.5943274513236065,0.645988802069824,0.6114830036483364,0.6097834453256223,0.6194927684583602,0.611748836809398,0.6303807762737619,0.673589677785298,0.6201717529077831,0.6378942455452141,0.6785208121728031,0.613929499747689,0.5488982453388462,0.6338712948883529,0.6226880582499981,0.6085139665507043,0.626466612571931,0.6060848293002533,0.6393023173498715,0.5974576547668528,0.6321284070919241,0.6487677225625348,0.6368995268284493,0.6416815778293844,0.6376938589587969,0.6258936678976567,0.6104622723671155,0.6238042971866206,0.6341379996085965,0.6251481275504804,0.6047542772188039,0.4554011032227927,0.6039312112302947,0.6113502677979927,0.6150414102867997,0.6012098001752606,0.6395759001229044,0.6251223770728112,0.6251223770728109
HMGA2,0.5316570276068823,0.661459741546692,0.7204835231104543,0.6295593631881405,0.47063934823110953,0.5784546202280061,0.675910540342897,0.5751351728179078,0.5514306903135517,0.5911609939262451,0.8391909297304659,0.5880186939682862,0.6508708309952322,0.5643924823918226,0.5973149081919825,0.7408908831868485,0.6047367469031285,0.6485898333771429,0.5690138815054346,0.7619247136395839,0.6387770053491281,0.6167643958400345,0.4951422055714801,0.5948526944165754,0.6763949626589029,0.5755629551536587,0.5935881852487322,0.7145581650959104,0.5851905612892179,0.7917879232352455,0.598449292404624,0.7393258754803451,0.6078592724417301,0.664544057287895,0.6679196222257938,0.5809099078899862,0.5944545947467277,0.6062596496650211,0.5899341743237907,0.563584692042174,0.6967146398402808,0.5645167748271785,0.595524495920296,0.7820647563120008,0.655388664653257,0.5209091245552995,0.5680107671631374,0.6961101200095259,0.6147097180545809,0.6324064746695282,0.6318134408678322,0.6533053155970067,0.553000907661671,0.6435135124716866,0.5799598977847823,0.6423212979905055,0.5300824120307993,0.6246817369089486,0.6056496295676413,0.6252881582140842,0.6246167470722666,0.6989047821117018,0.6133933406410882,0.5684240651190549,0.6447115310708729,0.7040363736958974,0.5785545656814883,0.6821491676997279,0.6240907650034715,0.5957036088349101,0.5269500897730519,0.5820454289115647,0.5870179615684128,0.608867939390599,0.7148991502679145,0.5984202829926564,0.7077212243966826,0.6011762764079548,0.6760473383706752,0.6195254826062494,0.5887758144126032,0.7844510762724015,0.6804214737164264,0.6140448530327308,0.6225366577268885,0.6619033687186833,0.6529438054519892,0.5608988943662929,0.5746516664811862,0.4896892292613746,0.6443219683749534,0.5793390913386212,0.6234620495160312,0.6072040885929306,0.6206377563523755,0.6247544251783522,0.6247544251783521
RRP8,0.5282726340692194,0.6352275543209686,0.6400643270957743,0.6071409340241916,0.4509850106657472,0.6368563759021711,0.6261536037534746,0.6218769248331804,0.6149079999042685,0.6190098314161862,0.6318696559733183,0.6501200726436448,0.6279065584546545,0.5867449947678429,0.6822467355202813,0.640687602267431,0.591486841748775,0.6156411057604954,0.6569602271526649,0.6195218021164686,0.6492686098869274,0.6138873305815499,0.5967124858600487,0.5927372835704763,0.6054040631100188,0.6232699720496103,0.6304324651382396,0.6451469398970948,0.6233571159839918,0.6212238833229938,0.6154908994109874,0.6344305922156422,0.6234931644050057,0.6297073749042981,0.659627412207918,0.6447277205658137,0.6084971487767376,0.6246049747013546,0.6370077726293608,0.6370145531824026,0.6226248750444082,0.5799355198342057,0.6566940907487135,0.6170995618240555,0.6213666656429156,0.6703523957260642,0.6396280282392184,0.6223658320327421,0.6082956076112609,0.6135204076862237,0.6391923017369562,0.6068104219667644,0.6101148531474676,0.6328060735735144,0.6027990989554443,0.6386399895445185,0.6478063550948746,0.6047913342351179,0.6330456131389978,0.6521399835152668,0.6238715291186074,0.6085764325398125,0.6260346296167657,0.6237095906960769,0.610644885622126,0.6243014862549566,0.670782998359993,0.6159964237076372,0.6071088290489411,0.6532017058806708,0.5575372916129075,0.6418364475749664,0.6321395997574663,0.6064148836595874,0.6663945996910751,0.6113779652993654,0.605139692028796,0.5996748622648415,0.603795813470962,0.6350540845618668,0.6358053558399006,0.6383958404907599,0.6361792513944405,0.5910376304841465,0.6290247521418781,0.6370407897135596,0.6214345711230514,0.6203399440453873,0.6339914918725322,0.5371897384007442,0.5918216187438405,0.6409426837848893,0.6341999601694469,0.6026522527951518,0.6450847123223569,0.6224977189964491,0.622497718996449
